station_year,group_id,station_code,year,date,macro_path,micro_path,label,target
02.02_2014,1,2.02,2014,2014-09-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_21-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-09-22,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_22-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_22-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-09-23,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_23-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-09-24,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_24-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_24-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-09-25,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_25-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-09-30,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_09_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_09_30-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-02,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_02-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_02-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-03,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_03-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-05,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_05-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-06,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_06-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-07,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_07-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-08,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_08-11_12-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_08-11_12-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-10,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_10-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-18,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_18-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_18-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-19,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_19-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_19-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-20,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_20-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_20-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_21-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-22,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_22-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_22-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-23,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_23-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-24,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_24-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_24-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-25,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_25-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-26,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_26-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-27,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_27-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-28,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_28-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-29,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_29-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-30,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_30-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-10-31,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_10_31-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_10_31-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-02,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_02-10_04-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-03,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_03-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-04,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_04-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-05,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_05-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-06,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_06-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-07,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_07-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-08,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_08-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_08-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-09,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_09-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-10,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_10-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-11,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_11-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-12,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_12-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_12-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-13,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_13-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_13-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-14,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_14-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_14-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-15,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_15-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_15-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-16,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_16-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_16-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-17,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_17-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_17-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-18,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_18-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_18-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-19,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_19-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_19-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-20,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_20-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_20-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.02_2014,1,2.02,2014,2014-11-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\1X\02_02-2014_11_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2014\K1\10X\02_02-2014_11_21-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
